film_id,year,month,rating,average
6,2010,1,10.0,8.2
6,2010,4,7.5,8.2
6,2010,7,10.0,8.2
6,2010,10,6.0,8.2
6,2011,6,6.0,8.0
6,2011,10,8.0,8.0
6,2011,11,10.0,8.0
6,2012,1,9.0,7.666666666666667
6,2012,3,6.0,7.666666666666667
6,2012,8,6.0,7.666666666666667
6,2012,10,9.5,7.666666666666667
6,2012,11,6.0,7.666666666666667
6,2013,4,9.0,6.875
6,2013,8,7.0,6.875
6,2013,10,5.666666666666667,6.875
6,2013,11,6.5,6.875
6,2014,4,8.0,8.142857142857142
6,2014,9,10.0,8.142857142857142
6,2014,10,9.0,8.142857142857142
6,2014,11,5.5,8.142857142857142
6,2015,6,9.0,7.75
6,2015,10,8.0,7.75
6,2015,11,6.0,7.75
6,2016,6,3.0,6.8
6,2016,10,8.75,6.8
6,2016,11,4.0,6.8
6,2017,10,3.375,4.5
6,2017,11,6.0,4.5
6,2018,1,6.0,7.928571428571429
6,2018,3,10.0,7.928571428571429
6,2018,8,7.0,7.928571428571429
6,2018,9,5.5,7.928571428571429
6,2018,10,8.1,7.928571428571429
6,2018,11,9.25,7.928571428571429
6,2019,1,6.0,7.423076923076923
6,2019,3,10.0,7.423076923076923
6,2019,4,7.0,7.423076923076923
6,2019,6,5.0,7.423076923076923
6,2019,7,4.0,7.423076923076923
6,2019,8,7.5,7.423076923076923
6,2019,10,7.7,7.423076923076923
6,2019,11,7.642857142857143,7.423076923076923
6,2019,12,7.0,7.423076923076923
6,2020,2,10.0,7.403846153846154
6,2020,4,6.0,7.403846153846154
6,2020,5,7.0,7.403846153846154
6,2020,7,10.0,7.403846153846154
6,2020,8,7.0,7.403846153846154
6,2020,9,7.25,7.403846153846154
6,2020,10,7.625,7.403846153846154
6,2020,11,5.777777777777778,7.403846153846154
6,2020,12,8.5,7.403846153846154
7,2010,1,9.166666666666666,8.205882352941176
7,2010,2,9.4,8.205882352941176
7,2010,3,9.0,8.205882352941176
7,2010,4,3.0,8.205882352941176
7,2010,6,7.0,8.205882352941176
7,2010,7,10.0,8.205882352941176
7,2010,8,10.0,8.205882352941176
7,2010,9,9.0,8.205882352941176
7,2010,10,5.5,8.205882352941176
7,2010,11,9.666666666666666,8.205882352941176
7,2010,12,6.0,8.205882352941176
7,2011,1,9.333333333333334,8.35135135135135
7,2011,3,10.0,8.35135135135135
7,2011,4,4.0,8.35135135135135
7,2011,7,6.333333333333333,8.35135135135135
7,2011,8,6.666666666666667,8.35135135135135
7,2011,9,8.75,8.35135135135135
7,2011,10,8.0,8.35135135135135
7,2011,11,8.142857142857142,8.35135135135135
7,2011,12,10.0,8.35135135135135
7,2012,1,9.833333333333334,8.62962962962963
7,2012,2,9.5,8.62962962962963
7,2012,3,8.0,8.62962962962963
7,2012,4,8.0,8.62962962962963
7,2012,5,1.0,8.62962962962963
7,2012,6,9.666666666666666,8.62962962962963
7,2012,7,7.666666666666667,8.62962962962963
7,2012,8,9.0,8.62962962962963
7,2012,9,10.0,8.62962962962963
7,2012,10,10.0,8.62962962962963
7,2012,11,8.5,8.62962962962963
7,2012,12,10.0,8.62962962962963
7,2013,2,9.0,7.517241379310345
7,2013,3,7.25,7.517241379310345
7,2013,4,10.0,7.517241379310345
7,2013,5,9.0,7.517241379310345
7,2013,6,6.666666666666667,7.517241379310345
7,2013,7,8.0,7.517241379310345
7,2013,8,7.0,7.517241379310345
7,2013,9,8.666666666666666,7.517241379310345
7,2013,10,6.5,7.517241379310345
7,2013,11,7.0,7.517241379310345
7,2013,12,9.5,7.517241379310345
7,2014,1,8.666666666666666,8.333333333333334
7,2014,2,8.0,8.333333333333334
7,2014,3,9.5,8.333333333333334
7,2014,4,6.0,8.333333333333334
7,2014,5,9.5,8.333333333333334
7,2014,6,10.0,8.333333333333334
7,2014,7,9.0,8.333333333333334
7,2014,8,8.0,8.333333333333334
7,2014,10,9.0,8.333333333333334
7,2014,11,5.333333333333333,8.333333333333334
7,2014,12,8.5,8.333333333333334
7,2015,1,8.5,8.2
7,2015,2,7.666666666666667,8.2
7,2015,3,10.0,8.2
7,2015,4,10.0,8.2
7,2015,6,9.25,8.2
7,2015,7,8.0,8.2
7,2015,8,9.0,8.2
7,2015,9,8.5,8.2
7,2015,10,9.25,8.2
7,2015,11,7.8,8.2
7,2015,12,5.75,8.2
7,2016,1,10.0,8.666666666666666
7,2016,3,9.0,8.666666666666666
7,2016,4,5.0,8.666666666666666
7,2016,5,6.0,8.666666666666666
7,2016,6,10.0,8.666666666666666
7,2016,7,9.5,8.666666666666666
7,2016,8,9.0,8.666666666666666
7,2016,9,9.0,8.666666666666666
7,2016,10,9.666666666666666,8.666666666666666
7,2016,11,8.0,8.666666666666666
7,2016,12,6.0,8.666666666666666
7,2017,2,9.0,7.714285714285714
7,2017,3,3.6666666666666665,7.714285714285714
7,2017,4,9.0,7.714285714285714
7,2017,6,6.333333333333333,7.714285714285714
7,2017,7,6.666666666666667,7.714285714285714
7,2017,8,9.5,7.714285714285714
7,2017,9,8.0,7.714285714285714
7,2017,10,8.1875,7.714285714285714
7,2017,11,8.4375,7.714285714285714
7,2017,12,9.5,7.714285714285714
7,2018,1,8.0,8.444444444444445
7,2018,2,10.0,8.444444444444445
7,2018,3,8.5,8.444444444444445
7,2018,4,4.5,8.444444444444445
7,2018,5,10.0,8.444444444444445
7,2018,6,9.3,8.444444444444445
7,2018,7,9.5,8.444444444444445
7,2018,8,8.916666666666666,8.444444444444445
7,2018,9,9.0,8.444444444444445
7,2018,10,8.356818181818182,8.444444444444445
7,2018,11,8.055555555555555,8.444444444444445
7,2018,12,7.5,8.444444444444445
7,2019,1,6.4,8.233333333333333
7,2019,2,9.0,8.233333333333333
7,2019,3,10.0,8.233333333333333
7,2019,4,7.666666666666667,8.233333333333333
7,2019,5,7.083333333333333,8.233333333333333
7,2019,6,9.5,8.233333333333333
7,2019,7,6.5,8.233333333333333
7,2019,8,9.0,8.233333333333333
7,2019,9,9.428571428571429,8.233333333333333
7,2019,10,9.1,8.233333333333333
7,2019,11,9.083333333333334,8.233333333333333
7,2019,12,7.333333333333334,8.233333333333333
7,2020,1,8.25,8.393258426966293
7,2020,2,7.875,8.393258426966293
7,2020,3,10.0,8.393258426966293
7,2020,4,8.625,8.393258426966293
7,2020,5,8.357142857142858,8.393258426966293
7,2020,6,9.5,8.393258426966293
7,2020,7,10.0,8.393258426966293
7,2020,8,9.75,8.393258426966293
7,2020,9,8.9,8.393258426966293
7,2020,10,8.34375,8.393258426966293
7,2020,11,9.17,8.393258426966293
7,2020,12,6.5,8.393258426966293
10,2010,1,7.666666666666667,8.11111111111111
10,2010,2,5.333333333333333,8.11111111111111
10,2010,3,9.0,8.11111111111111
10,2010,4,8.5,8.11111111111111
10,2010,5,10.0,8.11111111111111
10,2010,6,6.0,8.11111111111111
10,2010,7,9.5,8.11111111111111
10,2010,8,7.0,8.11111111111111
10,2010,9,10.0,8.11111111111111
10,2011,1,9.0,8.096774193548388
10,2011,2,10.0,8.096774193548388
10,2011,4,7.5,8.096774193548388
10,2011,5,8.0,8.096774193548388
10,2011,6,5.0,8.096774193548388
10,2011,7,9.0,8.096774193548388
10,2011,8,8.5,8.096774193548388
10,2011,10,9.0,8.096774193548388
10,2012,3,9.333333333333334,8.333333333333334
10,2012,4,7.0,8.333333333333334
10,2012,5,9.5,8.333333333333334
10,2012,7,8.0,8.333333333333334
10,2012,8,8.625,8.333333333333334
10,2012,9,5.0,8.333333333333334
10,2012,10,7.5,8.333333333333334
10,2012,11,10.0,8.333333333333334
10,2013,1,7.0,8.25
10,2013,4,9.5,8.25
10,2013,5,8.0,8.25
10,2013,6,7.0,8.25
10,2013,8,7.0,8.25
10,2013,9,8.0,8.25
10,2013,11,9.5,8.25
10,2013,12,10.0,8.25
10,2014,1,8.0,7.647058823529412
10,2014,2,7.0,7.647058823529412
10,2014,3,7.0,7.647058823529412
10,2014,4,10.0,7.647058823529412
10,2014,6,7.5,7.647058823529412
10,2014,7,3.0,7.647058823529412
10,2014,10,7.857142857142857,7.647058823529412
10,2014,12,8.5,7.647058823529412
10,2015,2,7.0,8.31578947368421
10,2015,3,9.0,8.31578947368421
10,2015,4,10.0,8.31578947368421
10,2015,5,7.5,8.31578947368421
10,2015,8,10.0,8.31578947368421
10,2015,9,9.0,8.31578947368421
10,2015,10,9.75,8.31578947368421
10,2015,11,3.5,8.31578947368421
10,2015,12,9.0,8.31578947368421
10,2016,3,6.0,8.0
10,2016,4,9.0,8.0
10,2016,5,10.0,8.0
10,2016,6,8.0,8.0
10,2016,7,10.0,8.0
10,2016,8,9.0,8.0
10,2016,9,8.0,8.0
10,2016,10,8.0,8.0
10,2016,11,1.0,8.0
10,2016,12,8.5,8.0
10,2017,1,10.0,8.529411764705882
10,2017,3,9.0,8.529411764705882
10,2017,4,8.0,8.529411764705882
10,2017,6,9.0,8.529411764705882
10,2017,7,8.0,8.529411764705882
10,2017,8,9.0,8.529411764705882
10,2017,10,9.0,8.529411764705882
10,2017,11,7.0,8.529411764705882
10,2017,12,10.0,8.529411764705882
10,2018,1,5.0,7.142857142857143
10,2018,2,8.0,7.142857142857143
10,2018,4,9.0,7.142857142857143
10,2018,6,8.0,7.142857142857143
10,2018,7,6.333333333333333,7.142857142857143
10,2018,9,10.0,7.142857142857143
10,2018,10,7.0,7.142857142857143
10,2018,11,8.0,7.142857142857143
10,2018,12,6.0,7.142857142857143
10,2019,1,10.0,8.088888888888889
10,2019,2,10.0,8.088888888888889
10,2019,3,5.5,8.088888888888889
10,2019,4,8.0,8.088888888888889
10,2019,5,9.0,8.088888888888889
10,2019,6,5.8,8.088888888888889
10,2019,7,9.333333333333334,8.088888888888889
10,2019,8,8.0,8.088888888888889
10,2019,9,9.333333333333334,8.088888888888889
10,2019,10,7.285714285714286,8.088888888888889
10,2019,11,9.0,8.088888888888889
10,2019,12,8.333333333333334,8.088888888888889
10,2020,1,8.75,8.23728813559322
10,2020,2,9.0,8.23728813559322
10,2020,3,7.2,8.23728813559322
10,2020,4,10.0,8.23728813559322
10,2020,5,8.75,8.23728813559322
10,2020,6,7.0,8.23728813559322
10,2020,7,8.125,8.23728813559322
10,2020,8,9.666666666666666,8.23728813559322
10,2020,9,8.055555555555555,8.23728813559322
10,2020,10,8.266666666666667,8.23728813559322
10,2020,11,7.4,8.23728813559322
15,2010,1,9.333333333333334,8.333333333333334
15,2010,2,7.5,8.333333333333334
15,2010,3,8.0,8.333333333333334
15,2010,5,9.5,8.333333333333334
15,2010,7,7.0,8.333333333333334
15,2010,8,8.4,8.333333333333334
15,2010,9,8.0,8.333333333333334
15,2010,10,9.666666666666666,8.333333333333334
15,2010,12,6.666666666666667,8.333333333333334
15,2011,1,9.5,9.0
15,2011,2,10.0,9.0
15,2011,3,8.5,9.0
15,2011,6,8.0,9.0
15,2011,7,9.0,9.0
15,2011,8,9.0,9.0
15,2011,9,9.0,9.0
15,2011,10,9.0,9.0
15,2012,2,8.5,7.944444444444445
15,2012,3,8.0,7.944444444444445
15,2012,4,8.0,7.944444444444445
15,2012,5,8.0,7.944444444444445
15,2012,6,7.0,7.944444444444445
15,2012,8,8.5,7.944444444444445
15,2012,10,8.666666666666666,7.944444444444445
15,2012,11,5.0,7.944444444444445
15,2012,12,8.0,7.944444444444445
15,2013,1,10.0,8.75
15,2013,2,7.5,8.75
15,2013,3,10.0,8.75
15,2013,5,10.0,8.75
15,2013,9,8.0,8.75
15,2013,10,8.375,8.75
15,2013,11,10.0,8.75
15,2013,12,8.5,8.75
15,2014,1,9.0,8.956521739130435
